GO.ID	Description	p.Val	FDR	Phenotype	Genes
PID_FCER1_PATHWAY%MSIGDB_C2%PID_FCER1_PATHWAY	PID_FCER1_PATHWAY	0.00009077086553392772	0.00009077086553392772	+1	PIK3CA,PIK3R1,MAP3K1,MAP2K4,AKT1,PTPN11
REGULATION OF RUNX1 EXPRESSION AND ACTIVITY%REACTOME DATABASE ID RELEASE 69%8934593	Regulation of RUNX1 Expression and Activity	0.00009077086553392772	0.00009077086553392772	+1	RUNX1,CCND1,CBFB,PTPN11
INTEGRINS IN ANGIOGENESIS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTEGRINS IN ANGIOGENESIS	Integrins in angiogenesis	0.00009077086553392772	0.00009077086553392772	+1	PIK3CA,PIK3R1,AKT1,CDKN1B,TGFBR2,PTPN11
BIOCARTA_IL7_PATHWAY%MSIGDB_C2%BIOCARTA_IL7_PATHWAY	BIOCARTA_IL7_PATHWAY	0.00009077086553392772	0.00009077086553392772	+1	PIK3CA,PIK3R1,PIK3CG,EP300
FOXO-MEDIATED TRANSCRIPTION OF CELL CYCLE GENES%REACTOME%R-HSA-9617828.1	FOXO-mediated transcription of cell cycle genes	0.00009077086553392772	0.00009077086553392772	+1	CDKN1B,SMAD4,CDKN1A,SMAD2
PID_AR_PATHWAY%MSIGDB_C2%PID_AR_PATHWAY	PID_AR_PATHWAY	0.00009077086553392772	0.00009077086553392772	+1	CDKN2A,CTNNB1,AKT1,AR,BRCA1,CCND1
REGULATION OF RESPONSE TO OXIDATIVE STRESS%GOBP%GO:1902882	regulation of response to oxidative stress	0.00009077086553392772	0.00009077086553392772	+1	FBXW7,NFE2L2,AKT1,HGF,TLR4,LRRK2
APOPTOTIC SIGNALING PATHWAY%GOBP%GO:0097190	apoptotic signaling pathway	0.00009197130831861919	0.00009197130831861919	+1	TP53,STK11,ATM,TLR4,BRCA1,CHEK2,EP300,FGFR3,CDKN1A,ACVR1B
PRE-NOTCH TRANSCRIPTION AND TRANSLATION%REACTOME DATABASE ID RELEASE 69%1912408	Pre-NOTCH Transcription and Translation	0.00009284839482849897	0.00009284839482849897	+1	TP53,NOTCH1,RUNX1,ELF3,EP300,CCND1,HIST1H2BD
REGULATION OF TP53 ACTIVITY THROUGH PHOSPHORYLATION%REACTOME%R-HSA-6804756.1	Regulation of TP53 Activity through Phosphorylation	0.00009284839482849897	0.00009284839482849897	+1	TP53,STK11,ATM,BRCA1,CHEK2,TAF1,ATR
IL2 SIGNALING EVENTS MEDIATED BY PI3K%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY PI3K	IL2 signaling events mediated by PI3K	0.00009506582131762772	0.00009506582131762772	+1	PIK3CA,PIK3R1,AKT1,MTOR,PTPN11
GMCSF-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GMCSF-MEDIATED SIGNALING EVENTS	GMCSF-mediated signaling events	0.00009506582131762772	0.00009506582131762772	+1	PIK3CA,KRAS,PIK3R1,NRAS,PTPN11
RUNX1 INTERACTS WITH CO-FACTORS WHOSE PRECISE EFFECT ON RUNX1 TARGETS IS NOT KNOWN%REACTOME DATABASE ID RELEASE 69%8939243	RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	0.00009506582131762772	0.00009506582131762772	+1	ARID1A,PBRM1,RUNX1,EP300,CBFB
PID_TRKR_PATHWAY%MSIGDB_C2%PID_TRKR_PATHWAY	PID_TRKR_PATHWAY	0.00009816072774527334	0.00009816072774527334	+1	PIK3CA,KRAS,PIK3R1,NRAS,CCND1,PTPN11
REGULATION OF DNA BINDING%GOBP%GO:0051101	regulation of DNA binding	0.0000984680601756431	0.0000984680601756431	+1	GATA3,RB1,CTNNB1,EP300,TAF1,SIN3A,NSD1
UB-SPECIFIC PROCESSING PROTEASES%REACTOME DATABASE ID RELEASE 69%5689880	Ub-specific processing proteases	0.0001016917925482222	0.0001016917925482222	+1	TP53,PTEN,GATA3,KEAP1,AR,SMAD4,USP9X,HIST1H2BD,SMAD2,AXIN2
POSITIVE REGULATION OF ACTIVIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0032927	positive regulation of activin receptor signaling pathway	0.00010329685477167045	0.00010329685477167045	+1	ACVR1B,ACVR2A,SMAD2
SOMATROPH AXIS (GH) AND ITS RELATIONSHIP TO DIETARY RESTRICTION AND AGING%WIKIPATHWAYS_20190610%WP4186%HOMO SAPIENS	http://www.wikipathways.org/instance/WP4186_r95479	0.00010329685477167045	0.00010329685477167045	+1	PTEN,AKT1,MTOR
RESPONSE TO UV-A%GOBP%GO:0070141	response to UV-A	0.00010329685477167045	0.00010329685477167045	+1	EGFR,AKT1,CCND1
LOSS OF FUNCTION OF SMAD2 3 IN CANCER%REACTOME%R-HSA-3304349.1	Loss of Function of SMAD2 3 in Cancer	0.00010329685477167045	0.00010329685477167045	+1	SMAD4,TGFBR2,SMAD2
CELLULAR RESPONSE TO LIGHT STIMULUS%GOBP%GO:0071482	cellular response to light stimulus	0.00010410524170029499	0.00010410524170029499	+1	TP53,NPM1,STK11,EP300,CDKN1A,TAF1,ATR
REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY%GOBP%GO:0043551	regulation of phosphatidylinositol 3-kinase activity	0.00010663758752574339	0.00010663758752574339	+1	PIK3R1,FLT3,KIT,PDGFRA,FGFR3
PID_GMCSF_PATHWAY%MSIGDB_C2%PID_GMCSF_PATHWAY	PID_GMCSF_PATHWAY	0.00010663758752574339	0.00010663758752574339	+1	PIK3CA,KRAS,PIK3R1,NRAS,PTPN11
BIOCARTA_ERK5_PATHWAY%MSIGDB_C2%BIOCARTA_ERK5_PATHWAY	BIOCARTA_ERK5_PATHWAY	0.00011067689807541576	0.00011067689807541576	+1	PIK3CA,PIK3R1,AKT1,PIK3CG
TGF-B SIGNALING IN THYROID CELLS FOR EPITHELIAL-MESENCHYMAL TRANSITION%WIKIPATHWAYS_20190610%WP3859%HOMO SAPIENS	http://www.wikipathways.org/instance/WP3859_r90120	0.00011067689807541576	0.00011067689807541576	+1	CDH1,AKT1,SMAD4,SMAD2
POSITIVE REGULATION OF PROTEOLYSIS INVOLVED IN CELLULAR PROTEIN CATABOLIC PROCESS%GOBP%GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process	0.00011067689807541576	0.00011067689807541576	+1	PTEN,FBXW7,KEAP1,NFE2L2,CEBPA,LRRK2,TAF1
POSITIVE REGULATION OF PROTEIN CATABOLIC PROCESS%GOBP%GO:0045732	positive regulation of protein catabolic process	0.00011182950158549669	0.00011182950158549669	+1	PTEN,APC,FBXW7,KEAP1,NFE2L2,CEBPA,CDKN1B,LRRK2,TAF1
VALIDATED NUCLEAR ESTROGEN RECEPTOR ALPHA NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED NUCLEAR ESTROGEN RECEPTOR ALPHA NETWORK	Validated nuclear estrogen receptor alpha network	0.00011404718193563855	0.00011404718193563855	+1	BRCA1,EP300,CCND1,SMAD4,NCOR1,AXIN2
PID_ERA_GENOMIC_PATHWAY%MSIGDB_C2%PID_ERA_GENOMIC_PATHWAY	PID_ERA_GENOMIC_PATHWAY	0.00011404718193563855	0.00011404718193563855	+1	BRCA1,EP300,CCND1,SMAD4,NCOR1,AXIN2
EMBRYONIC ORGAN DEVELOPMENT%GOBP%GO:0048568	embryonic organ development	0.00011565888725866218	0.00011565888725866218	+1	GATA3,NOTCH1,CTNNB1,SOX9,KIT,PDGFRA,FGFR2,TGFBR2,SOX17
CELLULAR RESPONSE TO RADIATION%GOBP%GO:0071478	cellular response to radiation	0.00011565888725866218	0.00011565888725866218	+1	TP53,NPM1,STK11,ATM,EP300,CDKN1A,TAF1,ATR
CHROMATIN ASSEMBLY%GOBP%GO:0031497	chromatin assembly	0.00011565888725866218	0.00011565888725866218	+1	TP53,CDKN2A,CTCF,NPM1,SOX9,ATRX,HIST1H1C,HIST1H2BD
SIGNALING BY NTRKS%REACTOME%R-HSA-166520.4	Signaling by NTRKs	0.0001161507574910979	0.0001161507574910979	+1	PIK3CA,KRAS,PIK3R1,NRAS,BRAF,PPP2R1A,PTPN11
BIOCARTA_FCER1_PATHWAY%MSIGDB_C2%BIOCARTA_FCER1_PATHWAY	BIOCARTA_FCER1_PATHWAY	0.00011836990877309582	0.00011836990877309582	+1	PIK3CA,PIK3R1,MAP3K1,MAP2K4,PIK3CG
INTERNALIZATION OF ERBB1%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTERNALIZATION OF ERBB1	Internalization of ErbB1	0.00011836990877309582	0.00011836990877309582	+1	PIK3CA,KRAS,EGFR,PIK3R1,NRAS
VENTRICULAR SEPTUM DEVELOPMENT%GOBP%GO:0003281	ventricular septum development	0.00011836990877309582	0.00011836990877309582	+1	GATA3,NOTCH1,FGFR2,SMAD4,TGFBR2
TP53 REGULATES TRANSCRIPTION OF DNA REPAIR GENES%REACTOME DATABASE ID RELEASE 69%6796648	TP53 Regulates Transcription of DNA Repair Genes	0.0001222686315749429	0.0001222686315749429	+1	TP53,ATM,BRCA1,ATR,CDK12,ERCC2
SIGNALING BY MET%REACTOME DATABASE ID RELEASE 69%6806834	Signaling by MET	0.0001222686315749429	0.0001222686315749429	+1	PIK3CA,KRAS,PIK3R1,NRAS,HGF,PTPN11
LEPTIN%NETPATH%LEPTIN	Leptin	0.00012229524587883787	0.00012229524587883787	+1	PTEN,EGFR,PIK3R1,AKT1,MTOR,EP300,PTPN11
MITOTIC DNA INTEGRITY CHECKPOINT%GOBP%GO:0044774	mitotic DNA integrity checkpoint	0.00012229524587883787	0.00012229524587883787	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CCND1,CDKN1A
REGULATION OF MICROTUBULE-BASED PROCESS%GOBP%GO:0032886	regulation of microtubule-based process	0.00012957924742679582	0.00012957924742679582	+1	APC,NAV3,CTNNB1,NPM1,EPHA3,STAG2,BRCA1,SMC1A,SMC3
STEM CELL DIFFERENTIATION%GOBP%GO:0048863	stem cell differentiation	0.00013016368800616453	0.00013016368800616453	+1	TP53,NOTCH1,SOX9,ERBB4,KIT,SETD2,FGFR2
MIRNAS INVOLVED IN DNA DAMAGE RESPONSE%WIKIPATHWAYS_20190610%WP1545%HOMO SAPIENS	http://www.wikipathways.org/instance/WP1545_r102985	0.00013129711871131847	0.00013129711871131847	+1	TP53,ATM,CDKN1B,CCND1,CDKN1A
SIGNALING EVENTS MEDIATED BY TCPTP%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY TCPTP	Signaling events mediated by TCPTP	0.00013129711871131847	0.00013129711871131847	+1	PIK3CA,EGFR,PIK3R1,HGF,ATR
P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME DATABASE ID RELEASE 69%69563	p53-Dependent G1 DNA Damage Response	0.00013129711871131847	0.00013129711871131847	+1	TP53,CDKN2A,ATM,CDKN1B,CHEK2,CDKN1A
COSTIMULATION BY THE CD28 FAMILY%REACTOME DATABASE ID RELEASE 69%388841	Costimulation by the CD28 family	0.00013129711871131847	0.00013129711871131847	+1	PIK3CA,PIK3R1,AKT1,MTOR,PPP2R1A,PTPN11
P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 69%69580	p53-Dependent G1 S DNA damage checkpoint	0.00013129711871131847	0.00013129711871131847	+1	TP53,CDKN2A,ATM,CDKN1B,CHEK2,CDKN1A
SIGNALING BY FGFR2 IN DISEASE%REACTOME DATABASE ID RELEASE 69%5655253	Signaling by FGFR2 in disease	0.00013129711871131847	0.00013129711871131847	+1	PIK3CA,KRAS,PIK3R1,NRAS,FGFR2
BIOCARTA_GCR_PATHWAY%MSIGDB_C2%BIOCARTA_GCR_PATHWAY	BIOCARTA_GCR_PATHWAY	0.00013186645259162538	0.00013186645259162538	+1	PIK3CA,PIK3R1,AKT1,PIK3CG
REGULATION OF TP53 ACTIVITY THROUGH METHYLATION%REACTOME DATABASE ID RELEASE 69%6804760	Regulation of TP53 Activity through Methylation	0.00013186645259162538	0.00013186645259162538	+1	TP53,ATM,CHEK2,EP300
RAF MAP KINASE CASCADE%REACTOME DATABASE ID RELEASE 69%5673001	RAF MAP kinase cascade	0.00013798146623785585	0.00013798146623785585	+1	KRAS,EGFR,NF1,FLT3,NRAS,BRAF,HGF,KIT,PDGFRA,PPP2R1A
BLOOD VESSEL DEVELOPMENT%GOBP%GO:0001568	blood vessel development	0.00014294213277784204	0.00014294213277784204	+1	NF1,NOTCH1,CTNNB1,AKT1,WT1,PDGFRA,FGFR2,TGFBR2,SOX17,EGR3
EPITHELIAL TUBE MORPHOGENESIS%GOBP%GO:0060562	epithelial tube morphogenesis	0.0001436027911142474	0.0001436027911142474	+1	GATA3,NOTCH1,CTNNB1,SOX9,WT1,FGFR2,TGFBR2,SOX17
SIGNALING BY TGF-BETA FAMILY MEMBERS%REACTOME%R-HSA-9006936.4	Signaling by TGF-beta family members	0.00014419790783332952	0.00014419790783332952	+1	SMAD4,USP9X,TGFBR2,ACVR1B,ACVR2A,NCOR1,SMAD2
SIGNALING BY VEGF%REACTOME%R-HSA-194138.1	Signaling by VEGF	0.00014419790783332952	0.00014419790783332952	+1	PIK3CA,KRAS,PIK3R1,CTNNB1,NRAS,AKT1,MTOR
IL-5 SIGNALING PATHWAY%WIKIPATHWAYS_20190610%WP127%HOMO SAPIENS	http://www.wikipathways.org/instance/WP127_r78498	0.00014616788594417897	0.00014616788594417897	+1	KRAS,PIK3R1,AKT1,PIK3CG,PTPN11
PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING	Plasma membrane estrogen receptor signaling	0.00014616788594417897	0.00014616788594417897	+1	PIK3CA,KRAS,PIK3R1,NRAS,AKT1
SIGNALING EVENTS MEDIATED BY VEGFR1 AND VEGFR2%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY VEGFR1 AND VEGFR2	Signaling events mediated by VEGFR1 and VEGFR2	0.00015164992743671137	0.00015164992743671137	+1	PIK3CA,PIK3R1,CTNNB1,AKT1,BRAF,PTPN11
G1 S DNA DAMAGE CHECKPOINTS%REACTOME%R-HSA-69615.2	G1 S DNA Damage Checkpoints	0.00015164992743671137	0.00015164992743671137	+1	TP53,CDKN2A,ATM,CDKN1B,CHEK2,CDKN1A
PID_CXCR4_PATHWAY%MSIGDB_C2%PID_CXCR4_PATHWAY	PID_CXCR4_PATHWAY	0.00015181859001461108	0.00015181859001461108	+1	PIK3CA,PTEN,PIK3R1,AKT1,PIK3CG,MTOR,PTPN11
NEURAL CREST DIFFERENTIATION%WIKIPATHWAYS_20190610%WP2064%HOMO SAPIENS	http://www.wikipathways.org/instance/WP2064_r101922	0.00015181859001461108	0.00015181859001461108	+1	NOTCH1,CTNNB1,CDH1,SOX9,FGFR2,FGFR3,AXIN2
REGULATION OF MYELOID CELL DIFFERENTIATION%GOBP%GO:0045637	regulation of myeloid cell differentiation	0.00015381833279721335	0.00015381833279721335	+1	FBXW7,RUNX1,MTOR,TLR4,EP300,CBFB,SIN3A,ACVR1B,ACVR2A
POSITIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	0.00015564262060128623	0.00015564262060128623	+1	TP53,FBXW7,FLT3,HGF,ERBB4,KIT,FGFR3,PTPN11
REGULATION OF GENE EXPRESSION, EPIGENETIC%GOBP%GO:0040029	regulation of gene expression, epigenetic	0.00015564262060128623	0.00015564262060128623	+1	ARID1A,DNMT3A,CTCF,AJUBA,BRCA1,HIST1H1C,EP300,SF3B1,SMAD2,EZH2
POSITIVE REGULATION OF HEART GROWTH%GOBP%GO:0060421	positive regulation of heart growth	0.00015783981820740545	0.00015783981820740545	+1	NOTCH1,WT1,ERBB4,FGFR2
POSITIVE REGULATION OF ORGAN GROWTH%GOBP%GO:0046622	positive regulation of organ growth	0.00015783981820740545	0.00015783981820740545	+1	NOTCH1,WT1,ERBB4,FGFR2
SIGNALING BY NODAL%REACTOME DATABASE ID RELEASE 69%1181150	Signaling by NODAL	0.00015783981820740545	0.00015783981820740545	+1	SMAD4,ACVR1B,ACVR2A,SMAD2
ENDOCARDIAL CELL DIFFERENTIATION%GOBP%GO:0060956	endocardial cell differentiation	0.0001587767914926417	0.0001587767914926417	+1	NOTCH1,SMAD4,SOX17
RUNX3 REGULATES CDKN1A TRANSCRIPTION%REACTOME%R-HSA-8941855.1	RUNX3 regulates CDKN1A transcription	0.0001587767914926417	0.0001587767914926417	+1	TP53,SMAD4,CDKN1A
REGULATION OF HISTONE METHYLATION%GOBP%GO:0031060	regulation of histone methylation	0.0001587767914926417	0.0001587767914926417	+1	CTNNB1,ATRX,BRCA1,SMAD4,NSD1
PID_VEGFR1_2_PATHWAY%MSIGDB_C2%PID_VEGFR1_2_PATHWAY	PID_VEGFR1_2_PATHWAY	0.0001587767914926417	0.0001587767914926417	+1	PIK3CA,PIK3R1,CTNNB1,AKT1,BRAF,PTPN11
SIGNALING BY TGF-BETA RECEPTOR COMPLEX IN CANCER%REACTOME%R-HSA-3304351.1	Signaling by TGF-beta Receptor Complex in Cancer	0.0001587767914926417	0.0001587767914926417	+1	SMAD4,TGFBR2,SMAD2
STEM CELL POPULATION MAINTENANCE%GOBP%GO:0019827	stem cell population maintenance	0.0001587767914926417	0.0001587767914926417	+1	NOTCH1,CTNNB1,SOX9,KIT,SMAD4,SMAD2
CARDIAC ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0003348	cardiac endothelial cell differentiation	0.0001587767914926417	0.0001587767914926417	+1	NOTCH1,SMAD4,SOX17
PID_ER_NONGENOMIC_PATHWAY%MSIGDB_C2%PID_ER_NONGENOMIC_PATHWAY	PID_ER_NONGENOMIC_PATHWAY	0.0001587767914926417	0.0001587767914926417	+1	PIK3CA,KRAS,PIK3R1,NRAS,AKT1
PID_ERBB1_INTERNALIZATION_PATHWAY%MSIGDB_C2%PID_ERBB1_INTERNALIZATION_PATHWAY	PID_ERBB1_INTERNALIZATION_PATHWAY	0.0001587767914926417	0.0001587767914926417	+1	PIK3CA,KRAS,EGFR,PIK3R1,NRAS
POSITIVE REGULATION OF CELL CYCLE PHASE TRANSITION%GOBP%GO:1901989	positive regulation of cell cycle phase transition	0.0001587767914926417	0.0001587767914926417	+1	EGFR,RB1,NPM1,AKT1,CCND1,EZH2
RENAL SYSTEM DEVELOPMENT%GOBP%GO:0072001	renal system development	0.00015878890638668536	0.00015878890638668536	+1	NF1,GATA3,SOX9,WT1,LRRK2,PDGFRA,FGFR2,SOX17
KITRECEPTOR%NETPATH%KITRECEPTOR	KitReceptor	0.00016589928165846414	0.00016589928165846414	+1	PIK3CA,PIK3R1,AKT1,MTOR,KIT,EP300,PTPN11
MAINTENANCE OF CELL NUMBER%GOBP%GO:0098727	maintenance of cell number	0.00017112188213077328	0.00017112188213077328	+1	NOTCH1,CTNNB1,SOX9,KIT,SMAD4,SMAD2
SIGNALING BY INSULIN RECEPTOR%REACTOME DATABASE ID RELEASE 69%74752	Signaling by Insulin receptor	0.00017112188213077328	0.00017112188213077328	+1	PIK3CA,KRAS,PIK3R1,FLT3,NRAS,PTPN11
HALLMARK_UV_RESPONSE_DN%MSIGDB_C2%HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	0.00017419667232965364	0.00017419667232965364	+1	PTEN,RUNX1,CDKN1B,ATRX,KIT,TGFBR2,ACVR2A,SPOP
HALLMARK_PI3K_AKT_MTOR_SIGNALING%MSIGDB_C2%HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.00017514203998156614	0.00017514203998156614	+1	PTEN,EGFR,AKT1,CDKN1B,CDKN1A,PTPN11,SMAD2
DEACTIVATION OF THE BETA-CATENIN TRANSACTIVATING COMPLEX%REACTOME%R-HSA-3769402.3	Deactivation of the beta-catenin transactivating complex	0.00017578916694491252	0.00017578916694491252	+1	APC,CTNNB1,AKT1,SOX9,SOX17
METANEPHROS DEVELOPMENT%GOBP%GO:0001656	metanephros development	0.00017578916694491252	0.00017578916694491252	+1	NF1,GATA3,SOX9,WT1,PDGFRA
GASTRIN_CCK2R_240212%PANTHER PATHWAY%P06959	Gastrin_CCK2R_240212	0.00018121712036295963	0.00018121712036295963	+1	PTEN,PIK3R1,CTNNB1,CDH1,MAP2K4,AKT1,BRAF,PTPN11
EPIGENETIC REGULATION OF GENE EXPRESSION%REACTOME%R-HSA-212165.2	Epigenetic regulation of gene expression	0.00018121712036295963	0.00018121712036295963	+1	DNMT3A,TET2,EP300,SF3B1,SIN3A,HIST1H2BD,ERCC2,EZH2
SUMOYLATION OF DNA DAMAGE RESPONSE AND REPAIR PROTEINS%REACTOME DATABASE ID RELEASE 69%3108214	SUMOylation of DNA damage response and repair proteins	0.0001830572600257262	0.0001830572600257262	+1	CDKN2A,STAG2,BRCA1,SMC1A,SMC3,RAD21
BIOCARTA_IGF1_PATHWAY%MSIGDB_C2%BIOCARTA_IGF1_PATHWAY	BIOCARTA_IGF1_PATHWAY	0.00018389896973842437	0.00018389896973842437	+1	PIK3CA,PIK3R1,PIK3CG,PTPN11
POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER INVOLVED IN CELLULAR RESPONSE TO CHEMICAL STIMULUS%GOBP%GO:1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	0.00018389896973842437	0.00018389896973842437	+1	NOTCH1,NFE2L2,EP300,SMAD4
TP53 NETWORK%WIKIPATHWAYS_20190610%WP1742%HOMO SAPIENS	http://www.wikipathways.org/instance/WP1742_r95548	0.00018389896973842437	0.00018389896973842437	+1	TP53,CDKN2A,ATM,CDKN1A
G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0000082	G1/S transition of mitotic cell cycle	0.00018389896973842437	0.00018389896973842437	+1	CDKN2A,RB1,CDKN1B,CCND1,CDKN1A,ACVR1B,CDKN2C
PID_TCPTP_PATHWAY%MSIGDB_C2%PID_TCPTP_PATHWAY	PID_TCPTP_PATHWAY	0.00019366923831811938	0.00019366923831811938	+1	PIK3CA,EGFR,PIK3R1,HGF,ATR
PI3 KINASE PATHWAY%PANTHER PATHWAY%P00048	PI3 kinase pathway	0.00019366923831811938	0.00019366923831811938	+1	PIK3CA,PTEN,PIK3R1,NRAS,AKT1
CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:0044843	cell cycle G1/S phase transition	0.00019366923831811938	0.00019366923831811938	+1	CDKN2A,RB1,CDKN1B,CCND1,CDKN1A,ACVR1B,CDKN2C
MITOTIC G1-G1 S PHASES%REACTOME%R-HSA-453279.3	Mitotic G1-G1 S phases	0.00019634737474988814	0.00019634737474988814	+1	CDKN2A,RB1,AKT1,CDKN1B,CCND1,CDKN1A,PPP2R1A,CDKN2C
RESPONSE TO HYPOXIA%GOBP%GO:0001666	response to hypoxia	0.0001998565197743053	0.0001998565197743053	+1	TP53,VHL,NF1,NOTCH1,NFE2L2,AJUBA,MTOR,EP300,SMAD4
IL4%NETPATH%IL4	IL4	0.0002105044917974569	0.0002105044917974569	+1	PIK3CA,PIK3R1,CEBPA,AKT1,EP300,PTPN11
A6B1 AND A6B4 INTEGRIN SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%A6B1 AND A6B4 INTEGRIN SIGNALING	a6b1 and a6b4 Integrin signaling	0.00021452928069943313	0.00021452928069943313	+1	PIK3CA,EGFR,PIK3R1,CDH1,AKT1
FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS	FOXA2 and FOXA3 transcription factor networks	0.00021452928069943313	0.00021452928069943313	+1	NF1,CEBPA,AKT1,FOXA1,FOXA2
BIOCARTA_TCR_PATHWAY%MSIGDB_C2%BIOCARTA_TCR_PATHWAY	BIOCARTA_TCR_PATHWAY	0.00021452928069943313	0.00021452928069943313	+1	PIK3CA,PIK3R1,MAP3K1,MAP2K4,PIK3CG
PRE-NOTCH EXPRESSION AND PROCESSING%REACTOME DATABASE ID RELEASE 69%1912422	Pre-NOTCH Expression and Processing	0.0002149729083668859	0.0002149729083668859	+1	TP53,NOTCH1,RUNX1,ELF3,EP300,CCND1,HIST1H2BD
POSITIVE REGULATION OF TRANSCRIPTION REGULATORY REGION DNA BINDING%GOBP%GO:2000679	positive regulation of transcription regulatory region DNA binding	0.00021676619836988656	0.00021676619836988656	+1	GATA3,RB1,CTNNB1,EP300
BIOCARTA_AKT_PATHWAY%MSIGDB_C2%BIOCARTA_AKT_PATHWAY	BIOCARTA_AKT_PATHWAY	0.00021676619836988656	0.00021676619836988656	+1	PIK3CA,PIK3R1,AKT1,PIK3CG
BIOCARTA_INSULIN_PATHWAY%MSIGDB_C2%BIOCARTA_INSULIN_PATHWAY	BIOCARTA_INSULIN_PATHWAY	0.00021676619836988656	0.00021676619836988656	+1	PIK3CA,PIK3R1,PIK3CG,PTPN11
REGULATION OF TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0006359	regulation of transcription by RNA polymerase III	0.00021676619836988656	0.00021676619836988656	+1	CEBPA,AR,MTOR,BRCA1
CD28 DEPENDENT PI3K AKT SIGNALING%REACTOME%R-HSA-389357.1	CD28 dependent PI3K Akt signaling	0.00021676619836988656	0.00021676619836988656	+1	PIK3CA,PIK3R1,AKT1,MTOR
RESPONSE TO DECREASED OXYGEN LEVELS%GOBP%GO:0036293	response to decreased oxygen levels	0.00022077199874390887	0.00022077199874390887	+1	TP53,VHL,NF1,NOTCH1,NFE2L2,AJUBA,MTOR,EP300,SMAD4
REGULATION OF JAK-STAT CASCADE%GOBP%GO:0046425	regulation of JAK-STAT cascade	0.00022451717111759422	0.00022451717111759422	+1	VHL,NOTCH1,FLT3,ERBB4,KIT,FGFR3,PPP2R1A
REGULATION OF WOUND HEALING%GOBP%GO:0061041	regulation of wound healing	0.00022451717111759422	0.00022451717111759422	+1	PTEN,CDKN1B,MTOR,TLR4,PDGFRA,FOXA2,CDKN1A
ANDROGENRECEPTOR%NETPATH%ANDROGENRECEPTOR	AndrogenReceptor	0.00023283782869897729	0.00023283782869897729	+1	PIK3R1,AKT1,AR
PID_HNF3B_PATHWAY%MSIGDB_C2%PID_HNF3B_PATHWAY	PID_HNF3B_PATHWAY	0.00023283782869897729	0.00023283782869897729	+1	NF1,CEBPA,AKT1,FOXA1,FOXA2
EGFR TRANSACTIVATION BY GASTRIN%REACTOME DATABASE ID RELEASE 69%2179392	EGFR Transactivation by Gastrin	0.00023283782869897729	0.00023283782869897729	+1	KRAS,EGFR,NRAS
REGULATION OF RNA POLYMERASE II REGULATORY REGION SEQUENCE-SPECIFIC DNA BINDING%GOBP%GO:1903025	regulation of RNA polymerase II regulatory region sequence-specific DNA binding	0.00023283782869897729	0.00023283782869897729	+1	EP300,TAF1,NSD1
SIG_CHEMOTAXIS%MSIGDB_C2%SIG_CHEMOTAXIS	SIG_CHEMOTAXIS	0.00023283782869897729	0.00023283782869897729	+1	PIK3CA,PTEN,PIK3R1,AKT1,PIK3CG
CALORIC RESTRICTION AND AGING%WIKIPATHWAYS_20190610%WP4191%HOMO SAPIENS	http://www.wikipathways.org/instance/WP4191_r96444	0.00023283782869897729	0.00023283782869897729	+1	TP53,AKT1,MTOR
